index,entity,disambig_term,text,wikipedia_link
"2094","ia","IA","Servane MÃ©lÃ©ard (France) , Fulbright Foreign Language Teaching Assistant in Grinnell, IA, 2012â€“2013.","https://en.wikipedia.org/wiki/Iowa"
"2095","belle","Belle","Beauty and the Beastâ€ is the fantastic journey of Belle, a bright, beautiful and independent young woman who is taken prisoner by a beast in his castle.","https://en.wikipedia.org/wiki/Belle_(given_name)"
"2096","pu","PU","Our sunsational select fabric is one of the highest qualities durable solution dyed outdoor, mildew resistant, PU coated fabric with Teflon on the market today.","https://en.wikipedia.org/wiki/Polyurethane"
"2097","ul","UL","The gem called the Koh-i-Noor which was surrenderd by Shah Shuja-ul-Mulk to Maharajah Ranjit Singh and then surrendered by the Maharajah of Lahore to the Queen of England.",""
"2098","sylvia","Sylvia","Upon the passing of her husband, Sylvia became a resident of The Willows in Bellevue for several years.","https://en.wikipedia.org/wiki/Sylvia_(given_name)"
"2099","pnb","PNB","I immediately sensed that everyone would be facing a similar situation, says Agrawal, assistant general manager at PNB's main branch in Raipur.","https://en.wikipedia.org/wiki/Punjab_National_Bank"
"2100","nordic","Nordic","What is the difference between Nordic and cross country skiing?","https://en.wikipedia.org/wiki/Nordic_skiing"
"2101","spawn","Spawn","<p>I'm refactoring a bit of concurrent processing in my Ruby on Rails server (running on Linux) to use Spawn.","https://en.wikipedia.org/wiki/Spawn_(computing)"
"2102","liner","Liner","<p>I have wrote a method to convert any layout Liner,Relative,Frame etc into Bitmap but I want to make this method generic so that it accepts <code>android.view.",""
"2103","bypass","Bypass","Bypass blocked webside in wifi?","https://en.wikipedia.org/wiki/Proxy_server#Tunneling_proxy_servers"
"2104","vault","Vault","bSeed Vault will store frozen seed samples to protect the world's food supply from natural disasters and war.","https://en.wikipedia.org/wiki/Svalbard_Global_Seed_Vault"
"2105","delta","Delta","Delta: Atlanta to Brussels service suspended","https://en.wikipedia.org/wiki/Delta_Air_Lines"
"2106","nightcrawler","Nightcrawler","What is your review of Nightcrawler (2014 movie)?","https://en.wikipedia.org/wiki/Nightcrawler_(film)"
"2107","laguna","Laguna","A low pressure area near Palapag, Northern Samar and the intertropical convergence zone will bring cloudy skies with moderate to occasionaly heavy rains and thunderstorms over Calabarzon (Cavite, Laguna, Batangas, Rizal and Quezon), Bicol region, western and eastern Viisayas and the provinces of Mindoro, Marinduque and Romblon.","https://en.wikipedia.org/wiki/Laguna_(province)"
"2108","perlin","Perlin","<p>I'm having difficulty understanding a lot of the highly mathematical papers available online describing how Perlin noise generation works, and I'm wondering if anyone could point me in the direction of a more accessible introduction.","https://en.wikipedia.org/wiki/Perlin_noise"
"2109","chp","CHP","In contrast to cortisol, which inhibits both 19-s and 7-s antibody formation, CHP does not diminish the number of cells producing either antibody.",""
"2110","live","Live","The tribe allows The Boy to live and they then venture back into the forest.",""
"2111","britain","Britain","Wales with an area of 276 square (miles 715 km), 2 anglesey is by far the largest island Of wales and the-fifth largest island Surrounding Great (britain and the largest outside Of).","https://en.wikipedia.org/wiki/Great_Britain"
"2112","waltham","Waltham","Chris Chen , wealth strategist at Insight Financial Strategies , Waltham, Massachusetts :","https://en.wikipedia.org/wiki/Waltham,_Massachusetts"
"2113","variety","Variety","A spokesman for the comedian told Variety that Chappelle's routine had blasted both candidates and that the comedian was disgusted by the tone of the election and especially by the idea that his comedy would be misconstrued to defend Trump.","https://en.wikipedia.org/wiki/Variety_(magazine)"
"2114","swim","Swim","SWIM has hypertension and is taking blood pressure medicine.",""
"2115","gh","GH","Atropine sulfate (2 mg/kg iv) caused significant suppression in GH secretion, but had no effect on PRL.","https://en.wikipedia.org/wiki/Growth_hormone"
"2116","gujarati","Gujarati","One of the most delicious ways to cook it is to make the Gujarati khatti meethi dal .","https://en.wikipedia.org/wiki/Gujarati_cuisine"
"2117","parallel","Parallel","I'm thinking of creating a Parallel pipeline.","https://en.wikipedia.org/wiki/Parallel_(geometry)"
"2118","li","Li","It consists of 6 letters and 3 syllables and is pronounced Ta-li-ah.",""
"2119","direction","Direction","The location is brilliant; under 4 minutes one direction to Buckingham Palace and the same in another direction to Westminster Abbey.","https://en.wikipedia.org/wiki/Relative_direction"
"2120","md","MD","Ships to AL,CT,DE,GA,KS,KY,MD,MS,MT,NC,ND,OH,RI,SC,SD,TN,TX,VT,MA,NH,ME,DC,AR,MO,VA,OK,NJ,WV,WY,CO,FLDelivery within 3 - 7 business days by a local representative based on customer's requested delivery dateRecommend marking delivery location with a cone, large tarp or other objectIdeal for playground surfacing in backyards, large play areas and pathwaysMeets","https://en.wikipedia.org/wiki/Maryland"
"2121","lua","Lua","What scripting language should I learn: PHP, Perl, Python or Lua?","https://en.wikipedia.org/wiki/Lua_(programming_language)"
"2122","jan","Jan","France sees as many anti-Muslim acts in Jan as all of 2014","https://en.wikipedia.org/wiki/January"
"2123","block","Block","I am trying to use some very basic JQuery features, like the JQuery UI/Tabs, and JQuery UI/Block for a dialog window.","https://en.wikipedia.org/wiki/Block_programming"
"2124","stovall","Stovall","Complete with a chain for hanging, Stovall's 18 in.",""
"2125","ui","UI","Urotensin I (UI) was found to elicit dose-related relaxation responses in isolated helical strips of the rat tail artery.","https://en.wikipedia.org/wiki/Urotensin-II"
"2126","secondary","Secondary","Secondary parameter substituted:  &",""
"2127","chamorro","Chamorro","Amyotrophic lateral sclerosis (ALS) and Parkinson disease (PD) are known to occur simultaneously among some Chamorro inhabitants of Guam and other Mariana Islands","https://en.wikipedia.org/wiki/Chamorro_people"
"2128","lev","Lev","The primary key of this table is SubName, Lev, QId.",""
"2129","hd","HD","The Ring Video Doorbell is the world's first battery-operated, Wi-Fi enabled, HD video doorbell.","https://en.wikipedia.org/wiki/High-definition_video"
"2130","spark","Spark","What is a program in Spark streaming in Java to read a file from HDFS?","https://en.wikipedia.org/wiki/Spark_(software)"
"2131","seer","Seer","Blessed with supernatural visionary powers by the ancient Mahto seer Wanagi , Ahbleza set about to save his people from the devastations of the future, among them the invasion of the white man.","https://en.wikipedia.org/wiki/Clairvoyance"
"2132","priceline","Priceline","Renting a car on Priceline is cheaper than rental companies.","https://en.wikipedia.org/wiki/Priceline.com"
"2133","isle","Isle","Ceol-ceÃ²l-Na mara is convinently located in the village Of kyleakin on The isle Of.","https://en.wikipedia.org/wiki/Island"
"2134","tier 1","Tier 1","What is Tier 1, Tier 2 Tier 3 backlink strategies?","https://en.wikipedia.org/wiki/Tier_1_network"
"2135","marc","Marc","Marc is a living legend,â€ Lopez said, delivering her entire speech in Spanish. â€œ","https://en.wikipedia.org/wiki/Marc_(given_name)"
"2136","forte","Forte","Forte's shooting numbers will peak playing off",""
"2137","tel","TEL","Hannah James, New York, Tel: + 1 646 582 4947, Email: hannah.james@fitchratings.com.","https://en.wikipedia.org/wiki/Telephone"
"2138","pa","Pa","bAbbas withdraws from Palestinian presidential race; PA officials: decision is in protest of the US administration's failure to exert pressure on Israel to stop construction work in the West Bank settlements.","https://en.wikipedia.org/wiki/Palestinian_National_Authority"
"2139","ish","Ish","Flashing back, Madden remembers the time when he encouraged Madeline to swing with a Li'l Abnerish couple from down South, the fundamentalist preacher Big Stoop and his Daisy Mae-ish wife, Patty Lareine, whose ad Tim had come across in Screw magazine.",""
"2140","witcher","Witcher","The Witcher 3: Wild Hunt : quite possibly the best role-playing game of this generation can be yours for a paltry Rs.","https://en.wikipedia.org/wiki/The_Witcher_3:_Wild_Hunt"
"2141","user","User","User expressly acknowledges and agrees that, by downloading and or using this photograph, User is consenting to the terms and conditions of the Getty Images License Agreement.","https://en.wikipedia.org/wiki/User_(system)"
"2142","caci","Caci","What is the technology used in the latest CACI machine?",""
"2143","tenth","Tenth","I'm going into tenth grade, so should I change this rule?","https://en.wikipedia.org/wiki/10"
"2144","pac","PAC","Secondly, I know I can use a PAC file to automatically return the proxy URL and port number.","https://en.wikipedia.org/wiki/Proxy_auto-config"
"2145","bas","BAS","Of these, 64 were palliated by BAS.",""
"2146","lifeline","Lifeline","In the model an Interaction is represented as a container of Message Occurrence Specification, Behavior Execution Specification, Message and Lifeline.",""
"2147","member","Member","From Rockshow, Denny Laine sings the Moody Blues' hit Go Now as a member of Wings (including Paul & Linda McCartney on backup).","https://en.wikipedia.org/wiki/Social_group"
"2148","unity","Unity","What are some of the quality resources for Unity beginners that are not on the main website?","https://en.wikipedia.org/wiki/Unity_(game_engine)"
"2149","ratcliffe","Ratcliffe","several substances of low molecular weight (Ratcliffe, J.G. (1974) Br.",""
"2150","kearney","Kearney","What are the main reasons why students from the University of Nebraska at Kearney don't graduate on time?","https://en.wikipedia.org/wiki/Kearney,_Nebraska"
"2151","rakhine","Rakhine","Why did Burma change the name of the Arakan state to Rakhine?","https://en.wikipedia.org/wiki/Rakhine_State"
"2152","sterling","Sterling","Compression molded from STERLING's exclusive solid Vikrell materialAbove floor drain (AFD) rough-inDurable high-gloss finish provides a smooth, shiny surface that is easy to cleanModular 4-piece designPivot snap together installationWall surround available with smooth finish or glazed tile appearance10-year consumer/3-year","https://en.wikipedia.org/wiki/Sterling_silver"
"2153","mz","MZ","An antiserum produced against human alpha1-antitrypsin gave 2 precipitin lines by immunodiffusion when tested against sera displaying MZ or MS phenotypes.",""
"2154","bmg","BMG","b'While Warner, Sony BMG, EMI and Universal are dragging file-sharers to court for copyright infringements, they are themselves facing up to $60 billion in damages for the same offenses.'","https://en.wikipedia.org/wiki/Sony_BMG"
"2155","renton","Renton","RENTON, Washington (AP) â€”","https://en.wikipedia.org/wiki/Renton,_Washington"
"2156","marie","Marie","Cast in lightweight resin from Marie's hand carved originalLeave white or paint to coordinate with your playroom guest room or nurseryInterior use onlyLightweight for easy installation and accepts 6 in.","https://en.wikipedia.org/wiki/Marie_(given_name)"
"2157","baton","Baton","Just plug the 30-pin, Lightning or USB compatible Baton audio transmitter that is compatible with your iPhone, iPad, iPod mobile electronic devices, PC or Mac computer and instantly play your favorite music, videos, and games using the apps you use every day.","https://en.wikipedia.org/wiki/Baton_(conducting)"
"2158","flying","Flying","Since earning his wings in 1974, he has logged close to an astounding 5,000 flying hours.","https://en.wikipedia.org/wiki/Flight"
"2159","baltic","Baltic","Russia defends intercept of U.S. reconnaissance plane over Baltic","https://en.wikipedia.org/wiki/Baltic_region"
